徽,3 6 5 ,3 6 5 ,2 2 3 3 ,1 3 1 2 ,0.28515625 0.33984375 0.4140625 0.4375 
丅,1 1 1 ,1 1 1 ,1 1 1 1 ,1 0 1 0 ,0.375 0.0 0.375 0.0 
捣,4 3 5 ,4 3 5 ,2 2 2 3 ,1 1 3 3 ,0.34375 0.390625 0.34765625 0.5390625 
轂,2 2 5 ,2 2 5 ,0 2 3 2 ,4 1 2 2 ,0.359375 0.38671875 0.3515625 0.41796875 
朕,3 3 4 ,3 3 4 ,3 1 2 2 ,2 2 2 2 ,0.34765625 0.4140625 0.453125 0.3984375 
鳪,2 3 6 ,2 3 6 ,2 1 3 4 ,1 1 4 4 ,0.328125 0.375 0.36328125 0.59375 
罠,1 1 2 ,1 1 2 ,1 1 1 1 ,3 3 3 3 ,0.65625 0.578125 0.62890625 0.43359375 
儘,2 3 2 ,2 3 2 ,2 1 2 1 ,1 2 3 4 ,0.2734375 0.390625 0.44140625 0.48828125 
翘,7 4 5 ,7 4 5 ,4 4 2 3 ,2 1 2 3 ,0.47265625 0.29296875 0.36328125 0.59765625 
顒,5 3 4 ,5 3 4 ,3 2 3 1 ,1 2 3 2 ,0.703125 0.39453125 0.5 0.41796875 
趋,3 2 3 ,3 2 3 ,2 2 3 1 ,1 1 2 3 ,0.4296875 0.515625 0.26953125 0.51171875 
齋,4 5 1 ,4 5 1 ,2 2 1 1 ,3 4 3 3 ,0.21875 0.34375 0.33203125 0.39453125 
咋,4 3 3 ,4 3 3 ,3 1 2 1 ,1 1 2 1 ,0.4296875 0.1484375 0.25 0.0625 
类,1 3 2 ,1 3 2 ,1 1 1 1 ,3 2 3 2 ,0.15625 0.2734375 0.1875 0.26953125 
賬,2 3 4 ,2 3 4 ,1 1 3 2 ,3 2 3 2 ,0.53515625 0.31640625 0.40625 0.4296875 
衛,2 3 4 ,2 3 4 ,2 1 3 2 ,0 1 2 1 ,0.33984375 0.3125 0.29296875 0.34765625 
脟,5 3 4 ,5 3 4 ,3 3 2 2 ,2 2 1 2 ,0.37109375 0.390625 0.39453125 0.34765625 
荩,0 1 3 ,0 1 3 ,0 0 2 2 ,3 2 3 2 ,0.25 0.24609375 0.25 0.28515625 
餫,4 2 3 ,4 2 3 ,3 1 2 1 ,4 4 4 3 ,0.37109375 0.40234375 0.55078125 0.25 
蚐,3 5 4 ,3 5 4 ,1 2 3 2 ,1 1 1 3 ,0.3125 0.421875 0.3125 0.4453125 
嗌,3 4 6 ,3 4 6 ,3 1 3 3 ,0 2 2 2 ,0.41015625 0.4609375 0.37109375 0.4921875 
隃,3 6 4 ,3 6 4 ,3 1 2 3 ,2 1 3 2 ,0.59765625 0.48046875 0.171875 0.4296875 
隬,5 7 7 ,5 7 7 ,3 2 4 4 ,1 1 4 3 ,0.640625 0.30078125 0.5234375 0.59375 
匵,2 2 2 ,2 2 2 ,2 1 2 1 ,6 3 6 6 ,0.6953125 0.59375 0.58984375 0.49609375 
忍,3 2 5 ,3 2 5 ,2 1 2 3 ,3 1 2 2 ,0.34375 0.26171875 0.47265625 0.296875 
諥,1 2 3 ,1 2 3 ,1 1 2 1 ,3 3 4 4 ,0.51171875 0.41015625 0.34375 0.5390625 
拲,2 3 1 ,2 3 1 ,1 1 1 1 ,3 2 3 2 ,0.203125 0.203125 0.21875 0.21875 
忊,3 3 2 ,3 3 2 ,2 1 1 1 ,1 0 1 1 ,0.38671875 0.375 0.39453125 0.046875 
鼃,1 1 2 ,1 1 2 ,1 1 1 1 ,5 5 5 6 ,0.33984375 0.40234375 0.33984375 0.53125 
鉯,5 3 5 ,5 3 5 ,3 2 4 2 ,3 2 0 1 ,0.35546875 0.484375 0.29296875 0.40625 
揧,5 4 1 ,5 4 1 ,2 3 0 1 ,3 3 2 4 ,0.2890625 0.3125 0.35546875 0.3125 
塀,2 3 4 ,2 3 4 ,2 1 2 2 ,1 2 3 2 ,0.375 0.1328125 0.453125 0.3125 
针,2 2 2 ,2 2 2 ,1 1 1 1 ,2 1 1 1 ,0.46484375 0.28125 0.0625 0.0625 
塖,2 5 4 ,2 5 4 ,2 1 2 3 ,1 1 2 1 ,0.375 0.2578125 0.375 0.328125 
歪,3 1 2 ,3 1 2 ,2 2 2 1 ,3 2 3 3 ,0.296875 0.390625 0.33203125 0.328125 
鱝,2 3 4 ,2 3 4 ,2 1 3 2 ,3 3 3 3 ,0.41796875 0.40234375 0.4140625 0.5 
鏏,4 3 4 ,4 3 4 ,3 2 3 1 ,3 2 3 3 ,0.39453125 0.54296875 0.44140625 0.62890625 
俔,2 4 4 ,2 4 4 ,2 1 2 3 ,1 0 3 1 ,0.28125 0.3125 0.39453125 0.47265625 
舣,6 3 4 ,6 3 4 ,4 3 3 1 ,4 3 1 1 ,0.375 0.359375 0.21875 0.39453125 
龙,1 3 3 ,1 3 3 ,1 1 2 2 ,1 1 3 2 ,0.17578125 0.41796875 0.28125 0.46875 
皲,4 5 3 ,4 5 3 ,1 3 2 2 ,4 1 1 1 ,0.47265625 0.29296875 0.4453125 0.43359375 
彟,2 1 3 ,2 1 3 ,2 1 3 1 ,3 2 3 3 ,0.26953125 0.2890625 0.3984375 0.4765625 
酲,3 5 3 ,3 5 3 ,1 2 2 1 ,2 2 3 1 ,0.53125 0.46875 0.41015625 0.390625 
况,3 5 4 ,3 5 4 ,2 1 2 3 ,0 1 2 1 ,0.3828125 0.3125 0.4765625 0.50390625 
聖,4 4 1 ,4 4 1 ,2 2 1 1 ,4 3 2 3 ,0.5859375 0.37890625 0.4296875 0.3984375 
辫,6 3 2 ,6 3 2 ,3 3 1 1 ,3 1 4 2 ,0.40625 0.31640625 0.3984375 0.3125 
剚,5 3 3 ,5 3 3 ,2 3 1 2 ,4 4 1 2 ,0.43359375 0.24609375 0.42578125 0.4453125 
盳,3 3 3 ,3 3 3 ,3 1 3 1 ,2 2 2 1 ,0.44921875 0.52734375 0.21875 0.1875 
灑,6 3 5 ,6 3 5 ,2 4 3 2 ,1 1 3 3 ,0.234375 0.4453125 0.4296875 0.52734375 
浲,3 1 2 ,3 1 2 ,2 2 1 1 ,2 0 3 3 ,0.26171875 0.35546875 0.3203125 0.3125 
燛,2 4 3 ,2 4 3 ,1 1 2 2 ,3 3 3 3 ,0.6171875 0.30078125 0.62890625 0.3671875 
咶,3 3 3 ,3 3 3 ,2 1 2 1 ,1 1 2 2 ,0.4453125 0.22265625 0.2890625 0.48828125 
瘃,2 4 5 ,2 4 5 ,2 0 2 3 ,1 3 2 1 ,0.21484375 0.34765625 0.25 0.2578125 
蘈,2 3 4 ,2 3 4 ,1 1 2 2 ,2 2 3 3 ,0.234375 0.32421875 0.25 0.5234375 
琛,3 2 4 ,3 2 4 ,2 2 2 3 ,2 1 3 1 ,0.50390625 0.2734375 0.546875 0.27734375 
糫,4 2 5 ,4 2 5 ,4 1 2 3 ,2 1 3 3 ,0.390625 0.328125 0.44921875 0.4140625 
缬,4 4 5 ,4 4 5 ,3 1 1 4 ,1 2 1 1 ,0.31640625 0.32421875 0.375 0.3828125 
諵,1 5 5 ,1 5 5 ,0 1 3 2 ,3 3 3 2 ,0.46875 0.41015625 0.3125 0.4453125 
圣,2 3 1 ,2 3 1 ,1 1 1 1 ,2 3 3 3 ,0.35546875 0.29296875 0.40234375 0.3125 
殺,4 2 4 ,4 2 4 ,2 2 3 2 ,2 1 2 2 ,0.28515625 0.390625 0.3359375 0.4453125 
酁,3 4 5 ,3 4 5 ,1 3 2 3 ,5 5 1 0 ,0.49609375 0.44140625 0.4375 0.2578125 
幝,3 4 4 ,3 4 4 ,2 2 3 1 ,1 1 3 3 ,0.39453125 0.328125 0.55859375 0.3125 
胵,4 3 3 ,4 3 3 ,2 2 2 1 ,2 2 2 2 ,0.36328125 0.44921875 0.390625 0.3125 
踝,3 5 5 ,3 5 5 ,3 1 2 3 ,2 1 3 2 ,0.37890625 0.46875 0.5 0.30859375 
辡,4 2 2 ,4 2 2 ,2 2 1 1 ,3 1 2 1 ,0.44140625 0.3671875 0.33203125 0.06640625 
猓,2 4 4 ,2 4 4 ,2 1 1 3 ,2 1 3 2 ,0.47265625 0.421875 0.453125 0.328125 
袸,2 4 3 ,2 4 3 ,1 1 2 2 ,1 1 2 2 ,0.44140625 0.375 0.25 0.296875 
窩,3 2 3 ,3 2 3 ,2 1 2 2 ,4 2 3 2 ,0.3984375 0.375 0.37109375 0.5 
寎,3 2 6 ,3 2 6 ,2 1 3 4 ,2 2 2 3 ,0.30859375 0.359375 0.359375 0.5546875 
纗,3 4 7 ,3 4 7 ,3 1 4 3 ,2 1 4 5 ,0.29296875 0.4140625 0.3671875 0.6796875 
攛,5 3 6 ,5 3 6 ,3 2 3 3 ,2 1 4 4 ,0.37890625 0.39453125 0.42578125 0.4296875 
丧,3 1 2 ,3 1 2 ,2 2 1 1 ,3 2 3 3 ,0.34375 0.33203125 0.3359375 0.34375 
芣,2 1 3 ,2 1 3 ,1 1 2 2 ,2 1 2 1 ,0.3125 0.27734375 0.3125 0.21875 
墊,3 4 1 ,3 4 1 ,1 3 1 1 ,2 3 2 3 ,0.19921875 0.37890625 0.19921875 0.3984375 
藽,2 4 5 ,2 4 5 ,1 1 3 2 ,2 2 3 2 ,0.28125 0.40625 0.25 0.54296875 
墝,2 3 4 ,2 3 4 ,2 1 2 3 ,1 1 3 2 ,0.375 0.12890625 0.375 0.52734375 
瘝,3 2 4 ,3 2 4 ,3 1 2 2 ,1 1 2 3 ,0.23828125 0.3515625 0.3125 0.3671875 
棵,2 6 4 ,2 6 4 ,2 1 2 3 ,2 0 3 2 ,0.453125 0.375 0.3359375 0.30859375 
懬,2 4 4 ,2 4 4 ,2 1 2 2 ,3 2 2 4 ,0.296875 0.37890625 0.4453125 0.43359375 
蝟,4 4 3 ,4 4 3 ,4 1 3 1 ,1 2 2 4 ,0.44140625 0.390625 0.58203125 0.5625 
嗧,4 2 4 ,4 2 4 ,2 2 2 2 ,3 3 3 4 ,0.41015625 0.375 0.33203125 0.42578125 
啌,4 4 2 ,4 4 2 ,3 1 1 1 ,1 1 2 2 ,0.37890625 0.421875 0.29296875 0.1875 
紊,2 1 3 ,2 1 3 ,1 1 2 2 ,3 3 3 3 ,0.30078125 0.30859375 0.32421875 0.36328125 
擜,3 5 6 ,3 5 6 ,2 2 3 4 ,2 1 1 1 ,0.3984375 0.40625 0.48046875 0.33203125 
尗,1 0 3 ,1 0 3 ,1 0 2 2 ,1 1 2 1 ,0.0 0.30859375 0.234375 0.26171875 
箄,5 1 2 ,5 1 2 ,3 2 1 1 ,4 4 3 3 ,0.375 0.35546875 0.40234375 0.3125 
冐,2 2 1 ,2 2 1 ,1 1 1 1 ,4 2 4 3 ,0.625 0.40625 0.609375 0.53125 
胍,5 5 6 ,5 5 6 ,3 2 3 3 ,2 2 1 1 ,0.375 0.375 0.484375 0.54296875 
衵,3 3 3 ,3 3 3 ,2 2 2 2 ,2 1 2 2 ,0.296875 0.25 0.36328125 0.44140625 
灘,2 5 4 ,2 5 4 ,1 2 2 3 ,2 4 3 2 ,0.21875 0.38671875 0.3671875 0.42578125 
躡,3 4 4 ,3 4 4 ,3 1 3 2 ,2 2 5 4 ,0.39453125 0.52734375 0.5078125 0.5390625 
癋,3 3 5 ,3 3 5 ,3 1 3 2 ,1 2 3 3 ,0.234375 0.37109375 0.3125 0.38671875 
邽,3 3 3 ,3 3 3 ,1 2 1 2 ,2 1 1 1 ,0.25 0.359375 0.52734375 0.3203125 
眭,3 2 3 ,3 2 3 ,3 1 3 1 ,1 1 2 2 ,0.50390625 0.52734375 0.25390625 0.30078125 
闒,2 3 5 ,2 3 5 ,1 1 2 3 ,4 5 4 2 ,0.6875 0.46484375 0.65625 0.625 
妁,2 4 2 ,2 4 2 ,2 1 1 1 ,1 1 1 2 ,0.3515625 0.3828125 0.25 0.48046875 
謼,1 2 6 ,1 2 6 ,1 1 3 3 ,3 2 4 1 ,0.421875 0.40625 0.46875 0.296875 
禅,4 5 2 ,4 5 2 ,2 2 2 1 ,1 1 2 2 ,0.3359375 0.3125 0.453125 0.25 
敘,3 3 4 ,3 3 4 ,2 1 3 2 ,2 1 1 1 ,0.26171875 0.40625 0.1875 0.40625 
忎,1 1 5 ,1 1 5 ,1 1 2 3 ,2 1 2 1 ,0.23828125 0.20703125 0.23828125 0.25390625 
罒,0 4 0 ,0 4 0 ,0 0 0 0 ,1 1 1 1 ,0.0 0.0 0.0 0.0 
苰,0 2 3 ,0 2 3 ,0 0 1 2 ,3 3 1 1 ,0.3125 0.15625 0.3125 0.515625 
籄,1 2 2 ,1 2 2 ,1 1 2 1 ,2 2 4 7 ,0.40625 0.3984375 0.3984375 0.51171875 
腾,3 3 3 ,3 3 3 ,3 1 2 1 ,2 2 2 3 ,0.34375 0.3984375 0.3515625 0.40625 
藍,2 3 1 ,2 3 1 ,1 2 1 1 ,3 4 3 3 ,0.29296875 0.50390625 0.25 0.5546875 
鰾,3 3 2 ,3 3 2 ,3 1 2 1 ,2 3 1 2 ,0.4453125 0.3671875 0.42578125 0.28515625 
髈,5 4 4 ,5 4 4 ,3 2 2 2 ,3 4 3 3 ,0.4609375 0.43359375 0.3359375 0.38671875 
謀,2 2 5 ,2 2 5 ,1 2 2 3 ,3 3 3 2 ,0.453125 0.41015625 0.42578125 0.296875 
餗,4 4 5 ,4 4 5 ,3 1 2 3 ,5 4 2 1 ,0.40625 0.44140625 0.25 0.2890625 
鑬,6 2 5 ,6 2 5 ,3 3 4 1 ,3 3 2 4 ,0.3828125 0.4921875 0.41796875 0.52734375 
技,2 3 2 ,2 3 2 ,1 1 1 1 ,2 1 2 2 ,0.48046875 0.46875 0.375 0.34375 
癖,4 4 5 ,4 4 5 ,3 2 3 2 ,1 1 4 3 ,0.20703125 0.3984375 0.3125 0.484375 
锂,4 2 2 ,4 2 2 ,2 2 2 1 ,2 2 3 3 ,0.4296875 0.390625 0.4296875 0.3671875 
飊,4 11 7 ,4 11 7 ,2 3 3 5 ,2 2 3 3 ,0.39453125 0.359375 0.32421875 0.51953125 
锹,5 5 5 ,5 5 5 ,2 4 3 3 ,2 2 1 1 ,0.4375 0.41015625 0.38671875 0.30078125 
蟈,6 9 8 ,6 9 8 ,5 2 4 5 ,1 2 2 2 ,0.40625 0.3515625 0.62890625 0.64453125 
汅,1 1 2 ,1 1 2 ,1 0 1 1 ,1 0 2 1 ,0.30859375 0.390625 0.375 0.37890625 
鰨,4 3 2 ,4 3 2 ,2 2 0 2 ,2 2 3 1 ,0.41796875 0.39453125 0.53515625 0.55078125 
梠,3 3 3 ,3 3 3 ,2 1 2 1 ,2 0 2 2 ,0.3359375 0.25 0.41015625 0.484375 
畤,4 2 5 ,4 2 5 ,3 1 3 2 ,2 2 1 2 ,0.46875 0.44140625 0.265625 0.3125 
魈,4 5 6 ,4 5 6 ,3 1 4 3 ,1 1 2 2 ,0.4296875 0.359375 0.33984375 0.5859375 
鬭,4 5 6 ,4 5 6 ,2 2 3 4 ,4 2 4 2 ,0.55078125 0.49609375 0.51171875 0.66015625 
偲,4 5 5 ,4 5 5 ,2 2 3 3 ,1 1 2 2 ,0.26171875 0.375 0.3828125 0.4296875 
孉,3 4 3 ,3 4 3 ,2 2 2 1 ,1 2 2 4 ,0.34765625 0.41015625 0.5078125 0.36328125 
閵,2 4 4 ,2 4 4 ,1 1 2 2 ,4 1 4 4 ,0.6484375 0.421875 0.61328125 0.5546875 
娿,5 3 2 ,5 3 2 ,3 3 1 1 ,3 2 2 3 ,0.51171875 0.29296875 0.484375 0.2734375 
鳐,5 3 5 ,5 3 5 ,3 3 3 2 ,2 3 2 2 ,0.41015625 0.328125 0.34375 0.41015625 
槛,4 6 5 ,4 6 5 ,2 2 2 3 ,2 1 1 1 ,0.390625 0.3125 0.4140625 0.5546875 
暷,3 3 3 ,3 3 3 ,3 1 3 1 ,1 1 4 4 ,0.44921875 0.43359375 0.4140625 0.4453125 
醄,4 6 5 ,4 6 5 ,2 3 2 4 ,1 3 2 3 ,0.4375 0.53125 0.296875 0.59375 
攧,3 4 3 ,3 4 3 ,2 2 2 2 ,2 3 3 3 ,0.4921875 0.48046875 0.5078125 0.41796875 
塷,2 5 5 ,2 5 5 ,1 1 2 3 ,1 1 3 3 ,0.375 0.26171875 0.25 0.5 
棭,3 7 3 ,3 7 3 ,2 2 2 1 ,2 0 3 2 ,0.390625 0.3125 0.25 0.4140625 
欧,6 3 5 ,6 3 5 ,3 3 3 2 ,2 2 2 1 ,0.45703125 0.43359375 0.3203125 0.41015625 
燻,4 2 3 ,4 2 3 ,3 1 2 1 ,1 1 4 4 ,0.359375 0.2890625 0.3828125 0.44921875 
褙,4 3 2 ,4 3 2 ,1 3 2 1 ,1 1 2 4 ,0.33203125 0.375 0.3984375 0.484375 
皾,3 3 4 ,3 3 4 ,0 3 2 2 ,3 4 2 2 ,0.39453125 0.4609375 0.55078125 0.46484375 
賝,3 3 5 ,3 3 5 ,1 2 3 3 ,3 2 3 1 ,0.5 0.30078125 0.5703125 0.24609375 
榡,2 5 3 ,2 5 3 ,2 1 2 2 ,2 1 4 2 ,0.35546875 0.3125 0.38671875 0.359375 
菰,1 4 5 ,1 4 5 ,0 1 2 3 ,2 1 2 1 ,0.29296875 0.45703125 0.31640625 0.47265625 
搬,6 3 5 ,6 3 5 ,3 3 3 2 ,2 2 2 2 ,0.5078125 0.4375 0.30078125 0.43359375 
堫,5 4 4 ,5 4 4 ,2 3 2 2 ,1 1 2 2 ,0.3125 0.26953125 0.49609375 0.38671875 
慉,4 3 2 ,4 3 2 ,3 2 2 1 ,1 0 3 4 ,0.3203125 0.3125 0.29296875 0.59765625 
廅,2 3 2 ,2 3 2 ,1 1 2 1 ,2 2 3 3 ,0.2890625 0.4140625 0.3125 0.546875 
罱,3 1 3 ,3 1 3 ,2 2 2 2 ,4 3 4 4 ,0.50390625 0.4375 0.56640625 0.546875 
焱,3 3 3 ,3 3 3 ,2 1 1 2 ,3 1 3 2 ,0.234375 0.3828125 0.234375 0.37109375 
椕,4 8 5 ,4 8 5 ,2 2 2 3 ,2 1 2 0 ,0.390625 0.3125 0.3984375 0.33203125 
氲,1 3 2 ,1 3 2 ,1 0 0 2 ,4 4 3 1 ,0.35546875 0.46484375 0.3671875 0.58203125 
貒,3 2 6 ,3 2 6 ,3 1 3 3 ,3 3 2 1 ,0.35546875 0.390625 0.23046875 0.55078125 
灔,3 4 4 ,3 4 4 ,1 3 2 3 ,3 3 2 2 ,0.3125 0.421875 0.42578125 0.3828125 
偹,5 5 3 ,5 5 3 ,3 2 3 1 ,1 0 2 3 ,0.3203125 0.375 0.3671875 0.46484375 
媎,3 3 2 ,3 3 2 ,1 2 2 1 ,2 2 2 3 ,0.421875 0.37109375 0.3046875 0.4765625 
徣,3 1 2 ,3 1 2 ,2 2 2 1 ,2 0 1 3 ,0.26171875 0.375 0.5234375 0.45703125 
灭,3 3 2 ,3 3 2 ,2 2 1 1 ,2 2 2 2 ,0.35546875 0.4140625 0.3828125 0.453125 
竄,4 2 5 ,4 2 5 ,2 2 3 2 ,4 4 4 1 ,0.41796875 0.50390625 0.390625 0.484375 
榔,5 6 5 ,5 6 5 ,2 3 2 3 ,2 1 1 1 ,0.41015625 0.3125 0.4296875 0.38671875 
漦,4 2 4 ,4 2 4 ,1 4 2 3 ,1 3 2 2 ,0.2421875 0.41796875 0.3671875 0.35546875 
觙,4 4 5 ,4 4 5 ,2 2 3 2 ,2 2 1 1 ,0.38671875 0.35546875 0.3046875 0.41796875 
縰,5 4 6 ,5 4 6 ,3 2 4 2 ,2 1 1 1 ,0.31640625 0.45703125 0.42578125 0.46875 
颭,4 7 5 ,4 7 5 ,3 2 4 2 ,2 1 1 2 ,0.484375 0.38671875 0.34765625 0.40625 
鹽,3 7 1 ,3 7 1 ,2 1 1 1 ,2 3 4 4 ,0.51953125 0.4921875 0.3515625 0.47265625 
彑,1 2 1 ,1 2 1 ,1 1 0 1 ,1 2 2 1 ,0.15234375 0.3125 0.02734375 0.484375 
蘌,4 6 0 ,4 6 0 ,2 3 0 0 ,2 3 2 4 ,0.28515625 0.34375 0.3515625 0.39453125 
韥,1 2 4 ,1 2 4 ,1 0 3 2 ,3 1 4 4 ,0.4375 0.37109375 0.36328125 0.48828125 
黔,7 1 2 ,7 1 2 ,5 2 1 1 ,1 1 2 2 ,0.5234375 0.390625 0.2734375 0.2578125 
蹫,3 3 6 ,3 3 6 ,3 1 3 3 ,2 2 3 5 ,0.39453125 0.51953125 0.58984375 0.63671875 
翺,6 3 5 ,6 3 5 ,2 4 3 3 ,5 1 1 1 ,0.50390625 0.40625 0.37890625 0.41015625 
趣,4 3 6 ,4 3 6 ,2 3 3 3 ,2 1 2 2 ,0.39453125 0.53125 0.3515625 0.53125 
笘,4 1 2 ,4 1 2 ,3 2 1 1 ,3 2 3 2 ,0.3984375 0.390625 0.390625 0.4296875 
鹯,5 2 4 ,5 2 4 ,2 4 2 3 ,5 5 3 3 ,0.48828125 0.46875 0.44140625 0.5234375 
嗖,5 3 3 ,5 3 3 ,3 2 2 2 ,1 2 3 4 ,0.4375 0.34375 0.35546875 0.39453125 
嚠,7 6 5 ,7 6 5 ,4 4 2 4 ,1 2 0 2 ,0.4609375 0.27734375 0.41796875 0.34375 
氝,2 2 6 ,2 2 6 ,2 1 3 4 ,3 2 3 1 ,0.3046875 0.33984375 0.30859375 0.61328125 
夞,5 1 4 ,5 1 4 ,3 2 2 2 ,3 2 1 2 ,0.41015625 0.42578125 0.078125 0.3984375 
曪,4 5 3 ,4 5 3 ,3 1 2 1 ,0 1 2 3 ,0.54296875 0.421875 0.65625 0.51953125 
鬿,4 3 5 ,4 3 5 ,3 1 2 4 ,2 1 2 1 ,0.4765625 0.33203125 0.24609375 0.5390625 
溑,1 2 2 ,1 2 2 ,0 1 2 1 ,1 1 2 3 ,0.28125 0.32421875 0.21875 0.4765625 
吋,3 4 2 ,3 4 2 ,3 1 1 1 ,1 1 1 1 ,0.3828125 0.3046875 0.35546875 0.3359375 
呤,4 2 3 ,4 2 3 ,3 2 2 2 ,1 1 1 3 ,0.484375 0.19140625 0.078125 0.09375 
牛,1 2 1 ,1 2 1 ,1 1 1 1 ,2 1 1 1 ,0.25 0.0 0.0859375 0.0 
飉,5 7 6 ,5 7 6 ,3 2 4 3 ,2 1 3 2 ,0.40625 0.40234375 0.4375 0.3828125 
禔,2 2 3 ,2 2 3 ,2 1 2 1 ,2 1 3 3 ,0.3984375 0.3125 0.48046875 0.25 
噭,5 5 3 ,5 5 3 ,3 2 2 2 ,0 1 2 2 ,0.359375 0.15625 0.3984375 0.4453125 
揽,5 3 6 ,5 3 6 ,2 3 2 4 ,2 1 3 1 ,0.45703125 0.48046875 0.4140625 0.40234375 
抶,2 3 3 ,2 3 3 ,2 1 1 2 ,1 1 1 2 ,0.4453125 0.4765625 0.109375 0.4140625 
勊,2 4 5 ,2 4 5 ,1 1 3 3 ,1 1 1 2 ,0.28515625 0.33984375 0.140625 0.55078125 
蝉,4 6 3 ,4 6 3 ,2 3 3 1 ,1 2 2 2 ,0.44140625 0.4765625 0.45703125 0.25 
澼,4 2 5 ,4 2 5 ,1 3 3 2 ,1 1 4 2 ,0.21484375 0.453125 0.44921875 0.3125 
洦,1 2 3 ,1 2 3 ,0 1 2 1 ,1 0 2 2 ,0.28125 0.38671875 0.3125 0.48828125 
紶,3 3 5 ,3 3 5 ,3 1 3 2 ,1 2 1 2 ,0.3125 0.484375 0.1640625 0.51953125 
訶,1 4 4 ,1 4 4 ,0 1 3 2 ,3 3 1 1 ,0.39453125 0.48828125 0.4921875 0.41796875 
謅,5 2 7 ,5 2 7 ,2 4 4 4 ,3 3 2 3 ,0.4375 0.453125 0.39453125 0.625 
嵸,3 6 4 ,3 6 4 ,2 2 3 1 ,3 2 2 2 ,0.35546875 0.265625 0.421875 0.25 
桍,3 3 2 ,3 3 2 ,1 2 1 1 ,2 0 2 3 ,0.296875 0.25 0.36328125 0.359375 
坽,3 1 3 ,3 1 3 ,2 2 2 2 ,1 1 1 3 ,0.375 0.375 0.125 0.1171875 
懡,5 7 5 ,5 7 5 ,3 2 3 3 ,1 1 3 2 ,0.32421875 0.3125 0.37109375 0.44140625 
陱,5 4 5 ,5 4 5 ,3 2 2 3 ,2 1 2 3 ,0.53125 0.515625 0.328125 0.5859375 
擏,4 5 4 ,4 5 4 ,1 3 2 3 ,2 1 1 2 ,0.375 0.3984375 0.421875 0.4609375 
桄,4 4 4 ,4 4 4 ,2 3 2 3 ,2 0 1 1 ,0.41015625 0.375 0.21875 0.5234375 
叜,5 2 2 ,5 2 2 ,3 3 1 1 ,3 3 3 3 ,0.375 0.28125 0.36328125 0.3046875 
隟,5 5 2 ,5 5 2 ,3 3 1 1 ,2 1 2 2 ,0.57421875 0.484375 0.40625 0.328125 
栬,3 5 3 ,3 5 3 ,2 1 2 2 ,2 0 2 2 ,0.3828125 0.375 0.29296875 0.40625 
罈,6 2 6 ,6 2 6 ,3 3 4 3 ,2 1 2 4 ,0.4453125 0.4921875 0.46875 0.22265625 
豳,5 7 5 ,5 7 5 ,3 3 3 3 ,2 3 2 3 ,0.3671875 0.54296875 0.32421875 0.46484375 
晽,4 8 6 ,4 8 6 ,3 2 3 4 ,1 1 1 0 ,0.44921875 0.4296875 0.40234375 0.3203125 
鐋,4 2 8 ,4 2 8 ,2 2 4 4 ,3 3 4 3 ,0.41015625 0.484375 0.53515625 0.53125 
湚,4 3 5 ,4 3 5 ,1 3 3 3 ,0 1 1 0 ,0.2109375 0.4609375 0.3125 0.59765625 
蚠,2 1 1 ,2 1 1 ,1 2 1 1 ,3 3 2 3 ,0.3046875 0.375 0.34375 0.51171875 
儢,4 4 3 ,4 4 3 ,2 2 2 1 ,1 1 5 5 ,0.28125 0.3203125 0.3828125 0.3828125 
龞,6 2 5 ,6 2 5 ,5 2 2 3 ,2 3 3 5 ,0.4609375 0.44140625 0.41015625 0.52734375 
谌,2 2 4 ,2 2 4 ,1 1 2 2 ,0 1 3 4 ,0.33984375 0.3984375 0.53125 0.41796875 
廬,2 3 3 ,2 3 3 ,1 1 3 1 ,2 1 5 6 ,0.30859375 0.48828125 0.453125 0.49609375 
缼,4 2 5 ,4 2 5 ,2 2 3 2 ,1 1 2 1 ,0.42578125 0.3671875 0.3515625 0.3828125 
旘,5 3 6 ,5 3 6 ,2 3 3 3 ,2 1 1 2 ,0.44921875 0.421875 0.33984375 0.6328125 
硵,2 6 6 ,2 6 6 ,1 1 3 3 ,2 1 3 2 ,0.3828125 0.34765625 0.3125 0.58984375 
谫,3 4 3 ,3 4 3 ,1 3 3 1 ,0 2 2 4 ,0.2578125 0.37890625 0.4453125 0.46875 
瀞,3 2 4 ,3 2 4 ,1 3 2 3 ,4 1 3 1 ,0.23046875 0.30078125 0.3046875 0.23046875 
跗,4 5 4 ,4 5 4 ,3 2 3 2 ,2 1 1 1 ,0.33203125 0.52734375 0.3984375 0.359375 
鄓,3 4 3 ,3 4 3 ,1 3 1 3 ,3 2 1 1 ,0.3984375 0.359375 0.4453125 0.265625 
霕,4 4 3 ,4 4 3 ,3 2 1 3 ,1 4 1 1 ,0.39453125 0.45703125 0.34375 0.48828125 
倬,2 4 2 ,2 4 2 ,2 1 2 1 ,1 0 3 2 ,0.19921875 0.375 0.25 0.25 
铧,3 3 2 ,3 3 2 ,2 2 1 1 ,2 2 2 2 ,0.4375 0.40234375 0.2578125 0.0 
豰,2 1 4 ,2 1 4 ,0 2 2 2 ,3 3 2 2 ,0.37890625 0.46484375 0.3828125 0.41015625 
才,1 2 2 ,1 2 2 ,1 1 1 1 ,1 1 1 0 ,0.109375 0.375 0.125 0.0 
